timestamp,temp_C,humidity_%,accel_x,accel_y,accel_z
2025-06-03T21:00:05.955499,20.97,67.0,0.032958984375,-0.0313720703125,1.003173828125
2025-06-03T21:00:07.333573,20.97,67.01,0.03369140625,-0.0303955078125,1.0040283203125
2025-06-03T21:00:08.661648,20.98,67.06,0.0333251953125,-0.030517578125,1.0042724609375
2025-06-03T21:00:10.281563,20.97,67.08,0.0325927734375,-0.030517578125,1.0035400390625
2025-06-03T21:00:11.840700,20.98,67.0,0.033447265625,-0.0308837890625,1.004150390625
2025-06-03T21:00:13.148641,20.97,66.98,0.0341796875,-0.030517578125,1.0035400390625
2025-06-03T21:00:14.541668,20.98,67.13,0.0328369140625,-0.0296630859375,1.0032958984375
2025-06-03T21:00:15.977134,20.97,67.37,0.03369140625,-0.0308837890625,1.0040283203125
2025-06-03T21:00:17.361360,20.97,67.44,0.032958984375,-0.0308837890625,1.0035400390625
2025-06-03T21:00:18.681623,20.97,67.37,0.0333251953125,-0.03076171875,1.0035400390625
2025-06-03T21:00:20.121266,20.97,67.36,0.033935546875,-0.029296875,1.0037841796875
2025-06-03T21:00:21.440364,20.96,67.31,0.034912109375,-0.031005859375,1.0074462890625
2025-06-03T21:00:22.810369,20.97,67.18,0.0333251953125,-0.031005859375,1.0042724609375
2025-06-03T21:00:24.142177,20.97,67.01,0.0343017578125,-0.0303955078125,1.0029296875
2025-06-03T21:00:25.463381,20.96,66.87,0.0340576171875,-0.0308837890625,1.0050048828125
2025-06-03T21:00:26.842291,20.96,67.03,0.0338134765625,-0.0306396484375,1.0035400390625
2025-06-03T21:00:28.158960,20.96,67.16,0.03369140625,-0.0308837890625,1.00537109375
2025-06-03T21:00:29.468821,20.94,67.34,0.0340576171875,-0.0302734375,1.004638671875
2025-06-03T21:00:30.908818,20.97,67.52,0.0328369140625,-0.0308837890625,1.0035400390625
2025-06-03T21:00:32.361295,20.98,67.52,0.03271484375,-0.0303955078125,1.004150390625
2025-06-03T21:00:33.740918,20.97,67.39,0.033935546875,-0.03076171875,1.0052490234375
2025-06-03T21:00:35.239941,20.98,67.34,0.0335693359375,-0.0301513671875,1.0042724609375
2025-06-03T21:00:36.618869,20.97,67.41,0.03369140625,-0.03125,1.004150390625
2025-06-03T21:00:38.000944,20.97,67.59,0.033203125,-0.03076171875,1.0048828125
2025-06-03T21:00:39.370489,20.97,67.62,0.034423828125,-0.030517578125,1.0048828125
2025-06-03T21:00:40.760692,20.96,67.77,0.03369140625,-0.0306396484375,1.004150390625
2025-06-03T21:00:42.126640,20.96,67.75,0.0340576171875,-0.03076171875,1.0040283203125
2025-06-03T21:00:43.450215,20.97,67.8,0.033935546875,-0.0296630859375,1.0037841796875
2025-06-03T21:00:44.841436,20.96,67.66,0.033447265625,-0.03076171875,1.0030517578125
2025-06-03T21:00:46.208349,20.97,67.64,0.0333251953125,-0.0308837890625,1.0035400390625
2025-06-03T21:00:47.601844,20.97,67.67,0.033447265625,-0.0301513671875,1.00390625
2025-06-03T21:00:48.980840,20.96,67.74,0.0325927734375,-0.030517578125,1.00390625
2025-06-03T21:00:50.420524,20.97,67.69,0.0340576171875,-0.0301513671875,1.004150390625
2025-06-03T21:00:51.737676,20.96,67.67,0.0333251953125,-0.03125,1.0040283203125
2025-06-03T21:00:53.058607,20.97,67.75,0.0338134765625,-0.03076171875,1.0030517578125
2025-06-03T21:00:54.381892,20.96,67.77,0.0328369140625,-0.0316162109375,1.0048828125
2025-06-03T21:00:55.881740,20.96,67.85,0.0335693359375,-0.0311279296875,1.0047607421875
2025-06-03T21:00:57.260762,20.97,67.87,0.0328369140625,-0.0296630859375,1.003662109375
2025-06-03T21:00:58.699876,20.97,67.9,0.032958984375,-0.03125,1.00390625
2025-06-03T21:01:00.017755,20.97,67.92,0.0323486328125,-0.0313720703125,1.0035400390625
2025-06-03T21:01:01.402332,21.0,67.95,0.0328369140625,-0.0296630859375,1.0040283203125
2025-06-03T21:01:02.897377,20.97,67.97,0.0335693359375,-0.030029296875,1.0035400390625
2025-06-03T21:01:04.213854,20.97,67.95,0.0328369140625,-0.0321044921875,1.00390625
2025-06-03T21:01:05.662226,20.97,67.93,0.032958984375,-0.0311279296875,1.00341796875
2025-06-03T21:01:06.982366,20.97,67.92,0.0333251953125,-0.0299072265625,1.0030517578125
2025-06-03T21:01:08.421405,20.97,67.9,0.033935546875,-0.0308837890625,1.003662109375
2025-06-03T21:01:09.860580,20.97,67.77,0.032958984375,-0.0302734375,1.0042724609375
2025-06-03T21:01:11.290241,20.96,67.71,0.0325927734375,-0.0294189453125,1.00341796875
2025-06-03T21:01:12.614015,20.97,67.67,0.033203125,-0.0303955078125,1.0045166015625
2025-06-03T21:01:13.932870,20.97,67.75,0.0338134765625,-0.0306396484375,1.004638671875
2025-06-03T21:01:15.321725,20.97,67.69,0.0338134765625,-0.030029296875,1.00390625
2025-06-03T21:01:16.643081,20.97,67.59,0.0338134765625,-0.0302734375,1.0030517578125
2025-06-03T21:01:18.183620,20.98,67.46,0.033935546875,-0.0308837890625,1.005126953125
2025-06-03T21:01:19.520303,20.97,67.46,0.034423828125,-0.0302734375,1.0050048828125
2025-06-03T21:01:20.843765,20.98,67.49,0.0341796875,-0.031005859375,1.0032958984375
2025-06-03T21:01:22.342647,20.98,67.47,0.0328369140625,-0.031005859375,1.004150390625
2025-06-03T21:01:23.953891,20.98,67.47,0.0335693359375,-0.0294189453125,1.0035400390625
2025-06-03T21:01:25.515162,20.98,67.49,0.032958984375,-0.0306396484375,1.004150390625
2025-06-03T21:01:26.901688,20.98,67.49,0.0340576171875,-0.0313720703125,1.004150390625
2025-06-03T21:01:28.342075,20.97,67.47,0.033203125,-0.0301513671875,1.0040283203125
2025-06-03T21:01:29.783812,20.98,67.37,0.0335693359375,-0.030029296875,1.0045166015625
